	logFC	logCPM	LR	PValue	FDR
YNL282W	-1.96434214766668	4.37137544160126	93.1019173522746	4.96695966806373e-22	2.07976802801484e-21
YHR154W	-0.957653425893154	6.7243276273633	93.0296573280447	5.15165602532291e-22	2.15565256833498e-21
YKL068W	-1.0881348395516	7.52522136786549	92.984908296482	5.26946262862336e-22	2.20346460153195e-21
YIL008W	-1.16385607525124	5.55965738874804	92.9149574696335	5.45903695676419e-22	2.2812024057231e-21
YNL131W	-0.936532266975361	6.49545462706838	92.7685144758701	5.8782930309661e-22	2.4547499037305e-21
YKL141W	1.12429453446156	6.99091442488987	92.6865128365841	6.12697003595267e-22	2.55687917339286e-21
YFL027C	0.937150586231824	6.49805048741654	92.6829877406557	6.13789296512724e-22	2.559719547764e-21
YPR008W	1.19314477587464	7.73276092358992	92.5754341343259	6.48068991769014e-22	2.70086661583092e-21
YDR306C	0.872931141387117	6.29241104703661	92.538242135797	6.60363175228509e-22	2.75026002918343e-21
YDL025C	0.996448536338992	6.52775770353495	92.4449281075297	6.92245767761206e-22	2.88111391160588e-21
YDL155W	-0.949648698152718	6.39645288522684	92.3159260249773	7.38872919537325e-22	3.07311827002213e-21
YDR275W	1.28165096523345	6.22095349972944	92.3099896959663	7.41092611732e-22	3.0783322127207e-21
YGR146C	1.14269584102199	5.79019708714639	92.3099255086967	7.41116648832886e-22	3.0783322127207e-21
YGR255C	1.09289446361694	6.78661395414667	92.2744139097412	7.54535448895199e-22	3.13197691670918e-21
YML029W	0.812510522482394	6.1870894071667	92.0689679224364	8.37077586857653e-22	3.47228047703862e-21
YCL031C	-0.940476821339156	6.79214802044019	92.0644703693639	8.38982175002245e-22	3.47786077610931e-21
YJL143W	-1.21158889731929	6.77604264083563	91.9416383904226	8.9270770829109e-22	3.69810561635843e-21
YNL239W	1.42079625050593	8.44548563305342	91.857946162574	9.31271877552693e-22	3.8552919671256e-21
YOL028C	-1.31134272303821	5.13720794045204	91.8029039011633	9.57538462718429e-22	3.96139332081383e-21
YOR053W	1.99398475458887	4.7938997103704	91.6336385548978	1.04304771824862e-21	4.31228105855714e-21
YEL048C	-2.10648214287444	4.63194560378874	91.6015436860541	1.06010280236146e-21	4.37987988377646e-21
YPL237W	-1.29660804591871	8.53369622745317	91.4672314262527	1.13455496052888e-21	4.68437101232973e-21
YOL103W	-0.949043439883686	6.95602091783592	91.3632345880951	1.19577664884569e-21	4.93386808395654e-21
YGL250W	1.21011828159801	5.17284793504344	91.2461856023745	1.26864326539137e-21	5.23105028130209e-21
YJL063C	-1.21942655404777	5.87552377462155	91.1897238456529	1.30536404023926e-21	5.37889569397464e-21
YMR134W	1.07801459302382	6.33281820229153	91.1795864439434	1.31206875082142e-21	5.40294271033616e-21
YER046W	1.95895532745755	4.86847816293192	91.1440944791848	1.33581512214415e-21	5.49708698179507e-21
YOL105C	-1.11113014655706	5.5181674623076	91.1251193657197	1.34868652851015e-21	5.54638414965351e-21
YBR101C	1.56901836806172	8.45030752493849	90.8211586207499	1.57262673393927e-21	6.4630489303598e-21
YBR166C	-0.878385302689295	6.43731386521614	90.7391188095625	1.63920213195156e-21	6.73220532131755e-21
YKL034W	0.921732362219118	6.17798131374993	90.7044358719308	1.66818838543574e-21	6.84672962418445e-21
YGR162W	-1.49832486330966	8.48626395790438	90.6900542997341	1.68035763529568e-21	6.8921265014964e-21
YJR141W	-0.899741070606117	6.16725812979614	90.6412371143398	1.7223313716973e-21	7.05962852288322e-21
YGL050W	-1.13515825296255	5.59494618155925	90.5393937606257	1.81330442942253e-21	7.42761985648832e-21
YML043C	-0.840041923736682	6.23900285974977	90.4294617434254	1.91690434560106e-21	7.84681449700287e-21
YGR223C	0.937695826791231	6.56595093995138	90.2861972252994	2.06085292399693e-21	8.43051544829795e-21
YBL015W	1.20872157453271	6.72518139621614	90.2207467333363	2.13016651690373e-21	8.70833359770375e-21
YDR186C	1.44438589017411	8.45248232342742	90.052366111456	2.31939142589715e-21	9.47567403825785e-21
YPR185W	1.05194056461314	7.02594251982765	89.9761347403553	2.41050202845078e-21	9.8414324444563e-21
YDL237W	0.949826524167693	6.69415506583294	89.974291475075	2.41274884286804e-21	9.84414193238417e-21
YOR337W	1.12628304235356	7.45213098474992	89.9081359480329	2.49478979062349e-21	1.01721986348176e-20
YDR395W	-1.24179918824325	7.67199712172728	89.6567314387947	2.83283286734269e-21	1.15429585643099e-20
YKR055W	1.08211231570725	5.61248621167187	89.6109220825203	2.89919186499078e-21	1.18056155969304e-20
YOR058C	1.17279056712348	7.25111271076129	89.5494885604959	2.99063107915001e-21	1.21699895616196e-20
YDR361C	-1.15791379709572	7.14778982388581	89.5279924061073	3.0233031777911e-21	1.22948980768509e-20
YDR099W	1.13222050845985	8.98176348411735	89.4943880052251	3.07509542966246e-21	1.24973486154518e-20
YKL065C	1.36343348851973	7.82135767656679	89.3338940678458	3.33496219260968e-21	1.35446080428785e-20
YHR046C	-0.927699144419424	6.17865785924357	89.2722269749863	3.44055510392284e-21	1.39643417990811e-20
YCR090C	-1.40195105337963	5.61874530281188	89.2649838778735	3.45317494452898e-21	1.40064199641756e-20
YOR382W	1.94550404850825	5.4453372117173	89.0044014674518	3.93935074821683e-21	1.5967981064154e-20
YGR067C	2.32567727760604	4.10493446817464	88.8963161957856	4.16057451728711e-21	1.68537148850106e-20
YNL241C	1.50382637684874	8.31811299092851	88.8592555734362	4.23925491188733e-21	1.71612545847106e-20
YOR260W	-1.17079702141512	7.50236144376508	88.8494753690695	4.26026552592144e-21	1.72350885102014e-20
YJR151C	1.02535210752281	6.08437213487745	88.7685148345691	4.43823971695078e-21	1.79434164889466e-20
YMR297W	1.31859309361609	9.7495896693862	88.7154678322319	4.5588656748928e-21	1.84191207059671e-20
YCR091W	1.4172123225532	5.40507467392843	88.7033863469688	4.58679361108923e-21	1.85199238141252e-20
YML060W	-1.36466924082759	5.06052602454672	88.558380620637	4.93565119527983e-21	1.99155607607073e-20
YIL056W	0.893900227536395	6.85156217534997	88.5532165371556	4.9485529152101e-21	1.9954670575082e-20
YHR024C	-0.888908109342258	6.39956675761177	88.5512155950014	4.95356104415358e-21	1.99619200081316e-20
YJL011C	-1.54068284710529	5.04225608972297	88.542864580043	4.97451746814539e-21	2.00333870575959e-20
YPL128C	-0.894272502213561	6.00716712208305	88.3364313898352	5.52170694523551e-21	2.22226367543524e-20
YNL216W	-0.955671258724727	7.06602661333906	88.2561573366546	5.75039692418849e-21	2.31280517946986e-20
YKR036C	-0.797591929602406	6.21579804063264	88.2471261627827	5.77671127951938e-21	2.32188692540734e-20
YDR293C	1.20063076951999	8.73820600030543	88.1832688081158	5.96624278518346e-21	2.39651793528881e-20
YNL055C	1.15714825060174	9.20257918395325	88.1289726468905	6.13228105971462e-21	2.46162192571372e-20
YOR316C	0.937567970280691	6.68221431119841	88.0389580969111	6.41779137284632e-21	2.57456946815216e-20
YLR018C	-0.901047270485652	6.08030084595968	87.9672751073145	6.65463787028799e-21	2.66786191343976e-20
YGR040W	-1.17183376017169	5.30193146873249	87.9161107341006	6.8290177795285e-21	2.73600725213326e-20
YJR149W	1.49181230551621	4.85553707054245	87.8300466115852	7.13271581729851e-21	2.85584204455648e-20
YNL113W	-1.34285862244334	5.79517756151874	87.8218028686593	7.16250552305914e-21	2.86592402460629e-20
YHR040W	-1.00136163877242	5.95647021787302	87.7018378965977	7.61036438043686e-21	3.04316692717405e-20
YMR241W	-1.28546460495201	7.92811871209724	87.6069496970533	7.98436070405439e-21	3.19066547929371e-20
YCR043C	-1.14124003681837	5.39668471006787	87.5317644645976	8.29370949043148e-21	3.31215707202973e-20
YPR034W	-0.914762854539675	6.70306741985685	87.3821259361962	8.94552642466771e-21	3.57017222776533e-20
YBR028C	-0.914543860186969	6.30156910414047	87.216689197428	9.72596294166987e-21	3.87915571336134e-20
YKL043W	1.13710866082055	5.83407464975523	87.1614813117796	1.00012748051332e-20	3.9864055601486e-20
YIR016W	1.04734399892609	5.77741697472648	87.0925259140295	1.03561172068743e-20	4.12519774454482e-20
YKL191W	-1.32531028526267	7.2993538501639	87.0103932450597	1.07952389426568e-20	4.29736208357489e-20
YBR171W	-1.20656077841213	5.70413153558969	86.8322663318521	1.18126498120381e-20	4.69936382157729e-20
YGR289C	1.17551036232331	5.26708225127288	86.771901307769	1.21787620356556e-20	4.84191447172038e-20
YEL022W	-1.00767543808901	6.88447284377211	86.5429114168733	1.36737909514321e-20	5.43281994479266e-20
YLR195C	-0.916254591943056	6.94471069326232	86.5185969805905	1.38429429884289e-20	5.49651465530338e-20
YBR062C	1.20899483776773	6.60110098289117	86.5146428100291	1.38706487733261e-20	5.50400089805625e-20
YLR251W	1.51107693918439	5.8291909710619	86.4243995582378	1.45182580058299e-20	5.75730409950574e-20
YDL219W	-1.23669094829618	5.26888631154139	86.418166089255	1.45640918801515e-20	5.77179880884526e-20
YBL093C	1.364106139144	7.07111394275582	86.4082675251833	1.46371722977587e-20	5.79706607308685e-20
YLR017W	-0.845306772983501	6.70556353218048	86.3624834684066	1.49799937443301e-20	5.92906436042294e-20
YPL240C	2.85791834716032	10.8090048831823	86.2747498198294	1.56595262172713e-20	6.19407977220055e-20
YBL082C	-1.35987260564066	5.75400757512215	86.2207706944982	1.60928497850342e-20	6.36143292837526e-20
YJL025W	-1.19617005962997	5.20977380697226	86.2074687375516	1.62014620815326e-20	6.40029804466136e-20
YCR026C	1.07942070034583	7.12468341198769	86.1456681613046	1.67157680978728e-20	6.59927911317925e-20
YKL183W	-1.56295843121427	5.12647681917623	86.0592498974848	1.74624420322926e-20	6.88968683736011e-20
YBR052C	1.19505305771895	7.23906201547157	86.0336992674858	1.76895297324633e-20	6.97485706255274e-20
YBR002C	-0.96328707452879	6.35765184824415	85.968715534686	1.82804883855554e-20	7.20330017626006e-20
YOR386W	1.43825607683997	5.05069284098085	85.7525231108104	2.03923884767387e-20	8.03039085170115e-20
YJL192C	-0.916978072180096	6.31140328304969	85.6868643228965	2.10808625682116e-20	8.29625338285696e-20
YKL100C	1.14672147474348	7.31710754004394	85.6158934708527	2.18512081955356e-20	8.59397928904748e-20
YPR127W	1.15021215008709	7.16000591136526	85.6036157226976	2.19873043485865e-20	8.64203909225734e-20
YGR250C	1.55445450272313	8.35602716270239	85.4681019813575	2.3546959518672e-20	9.24920999918523e-20
YLR316C	-1.01372497672253	5.90992065793478	85.4515547101205	2.3744834448666e-20	9.32104675516448e-20
YIL036W	0.954373637905797	6.89270493881392	85.4457629445492	2.38144855621138e-20	9.34249029812137e-20
YKL165C	-0.86711831848755	6.5395934703715	85.4405054836479	2.38778881240904e-20	9.36145702115979e-20
YER007C-A	-0.93065685407129	6.76064700339104	85.4029732602833	2.43354413856642e-20	9.5348314137404e-20
YPR070W	-0.931765188390828	5.63958161267608	85.3806861846932	2.46112812742522e-20	9.63683545108944e-20
YJR119C	1.08712320519546	5.58414969037085	85.3580577572876	2.48945457950558e-20	9.74161647285444e-20
YDL055C	-1.53676846655408	11.0362116747708	85.2711933697065	2.60125398082214e-20	1.01727026746869e-19
YOR100C	3.23609467717871	3.47829749535013	85.2339706104302	2.65068599576247e-20	1.03595006421439e-19
YDR423C	1.12316986946087	6.7492077508836	85.074148833439	2.87383375333579e-20	1.12245592200012e-19
YGR044C	1.15464870519392	6.95267235159033	84.8310752219513	3.24976451170685e-20	1.26848937437496e-19
YGR159C	-1.2271361437055	9.66410926335768	84.6272574136148	3.60264159938298e-20	1.40534664146571e-19
YGR194C	0.859290020776946	5.86885155701606	84.5789901615599	3.69167343496759e-20	1.43917400743752e-19
YPL010W	-0.998199162663008	7.05858871131968	84.5599833931579	3.72733352640209e-20	1.45216540521104e-19
YGL005C	1.01046856917434	6.98352455040423	84.5064969115598	3.82954360544456e-20	1.49105210636533e-19
YDR281C	3.66311040699104	3.28485769913277	84.3900564525971	4.06185531859065e-20	1.58051416589466e-19
YHR162W	-1.57146456953835	7.44487147545676	84.3002081583858	4.25070424634022e-20	1.65296303963374e-19
YLR328W	-0.911779646076716	6.63597506355478	84.2227785262946	4.42048156295639e-20	1.71790964740393e-19
YGR237C	1.06256964114761	6.58244670360545	84.1256066799395	4.64317689117856e-20	1.803327539622e-19
YJL066C	1.61757016073487	5.96420465555307	84.1003062853677	4.70297844223881e-20	1.82541323057683e-19
YHR195W	1.00507751113318	6.56250708249424	83.9930213823498	4.96524360532778e-20	1.9260065338695e-19
YLR063W	-1.34741406961094	4.93842638267569	83.9667172377368	5.03174839770067e-20	1.95058675417099e-19
YMR152W	0.92453736347831	6.90366430550918	83.8600787510678	5.31061610320883e-20	2.05740878066994e-19
YHL011C	-1.24599118304366	7.53535981816526	83.7218434972447	5.69524580058242e-20	2.2050459768382e-19
YER041W	0.84622986863646	6.58353485642551	83.6653446867992	5.86036022322642e-20	2.26756190840211e-19
YPR041W	-1.30100016215979	8.33292495076819	83.6366869127788	5.94593256795192e-20	2.29924183504509e-19
YBR097W	0.943491544416104	6.10278384995212	83.4584501352645	6.50693364578334e-20	2.51461239337979e-19
YLR024C	0.913572216800262	6.57390861823137	83.4292691512188	6.60369743290594e-20	2.55042177874591e-19
YMR024W	-0.953469835551278	6.19427708097364	83.4196795681843	6.63580955759336e-20	2.56123301235975e-19
YHR088W	-0.991818012088124	6.77813519717719	83.3625505982574	6.83037743167994e-20	2.63469521527208e-19
YJR101W	-1.06052413308676	5.73394950818201	83.334647904781	6.92747140744671e-20	2.67049083766297e-19
YHR082C	1.33001114645413	7.93074431466865	83.1435419529098	7.63062475518297e-20	2.93972891745525e-19
YIR036C	1.42938069036183	6.58970070080653	82.9626459862855	8.36186904785274e-20	3.21944902412064e-19
YDR454C	-1.31329382754295	7.25460473680222	82.7876819734224	9.13575199245198e-20	3.51522932481847e-19
YPR003C	0.975847780324296	5.74096979089656	82.7802510543388	9.17016081525798e-20	3.52628694800706e-19
YPL241C	-1.27410414192337	5.0632975966916	82.7350979499173	9.38204683650192e-20	3.60553567548634e-19
YDL115C	1.11134506456763	7.5796107814752	82.7272975291334	9.41914414426074e-20	3.61755641068643e-19
YLL028W	1.11512151567179	7.5966509276289	82.7110258062867	9.49700228694102e-20	3.64520742099996e-19
YPL111W	1.09409018714362	6.4265549855212	82.6739945092739	9.67660042498964e-20	3.71185079843218e-19
YBR024W	1.14104653213059	5.31114110044814	82.4342735147256	1.09243017749608e-19	4.18787351644305e-19
YMR214W	-0.890850609427049	6.79302682513243	82.4230234336134	1.09866571111607e-19	4.20918261966709e-19
YML085C	-1.17505723704378	7.54708342526805	82.3841783838287	1.12047116175125e-19	4.29007985453771e-19
YJR076C	-1.05615680452368	7.18214904188888	82.2981020855789	1.17034446537532e-19	4.47827808350998e-19
YOR001W	-1.1652709709056	7.1772460851926	82.2891209780637	1.17567445768073e-19	4.49590638244696e-19
YNR055C	-0.988265177204939	6.54953905670678	81.8125425155585	1.49625986243661e-19	5.71834285472086e-19
YDR270W	1.48495353809077	7.75602202811932	81.7556831208769	1.53993138787494e-19	5.88162983403339e-19
YBR060C	-0.892247740103944	5.90556043579469	81.7427062433933	1.55007580817063e-19	5.91674117569365e-19
YDL019C	1.09069379256957	7.32497747403034	81.5441099214542	1.71393196247973e-19	6.53817726545947e-19
YER182W	1.2082423727623	6.19895317580056	81.4161109299033	1.82861141385043e-19	6.97137079786754e-19
YLR454W	1.15030950179225	7.1655364663866	81.3325628337201	1.90757421068671e-19	7.26795125125609e-19
YKL105C	1.01442896117093	6.75266091966579	81.2354622570356	2.00364115388888e-19	7.6292962001721e-19
YOR113W	0.964087771919988	7.04619499384042	81.2339852199777	2.00513923208931e-19	7.6303278733974e-19
YDR331W	-0.824823164116044	6.16495745890008	81.154908956383	2.08699925720994e-19	7.93697943812319e-19
YJL116C	1.16727994986239	6.66308032641929	81.039284546392	2.21274929686225e-19	8.40783905120691e-19
YPL187W	-1.15469999977654	10.1903898870944	81.0386013610477	2.21351439800992e-19	8.40783905120691e-19
YKL068W-A	2.48823066752203	6.09784362413259	80.8597292015537	2.42321858708174e-19	9.19876262177914e-19
YOR134W	2.20879997487685	4.34156715514242	80.817462812051	2.47560588948255e-19	9.39189592483375e-19
YLR119W	1.22411949714474	5.29550287550761	80.7780114263869	2.52552585269106e-19	9.57336014420204e-19
YKR010C	-0.771338154658203	5.99305067247858	80.7772358890312	2.52651720756442e-19	9.57336014420204e-19
YLR070C	1.55672252123089	4.87185033060764	80.6139495656235	2.74415449622305e-19	1.03916885855755e-18
YNL066W	-1.47300919167416	8.10864826368189	80.3710019151722	3.10315895510293e-19	1.17440306651431e-18
YOL061W	-1.2312422704154	7.60388741133225	80.2436260061537	3.30978421617414e-19	1.25183930998606e-18
YML059C	-0.863150831147444	6.45714996811148	80.0894475518385	3.57838370323294e-19	1.35260728672963e-18
YIL125W	1.23089123671604	8.2063713420515	79.9639895326916	3.81295932107734e-19	1.44039982129155e-18
YJL193W	-1.27524164096369	5.3048192505136	79.7157111358547	4.32349002400096e-19	1.63226842557608e-18
YGR245C	-1.25806840562406	7.98001858895519	79.6104530179283	4.56006567149325e-19	1.72053934134375e-18
YJR011C	1.3229249599137	5.7296795328064	79.5456327767686	4.71215233072525e-19	1.77684434156759e-18
YLR031W	1.63525100819114	4.49288688644629	79.2017700369767	5.60798131915422e-19	2.11335926318188e-18
YGL225W	-1.33312215581671	8.12910224973676	79.1643253086554	5.71528406041985e-19	2.15249159828532e-18
YIL076W	-1.12791335098676	7.29499564304434	78.9230626120925	6.45764763243818e-19	2.43060853380754e-18
YOL044W	1.25208029723666	5.63491228938427	78.7828167036996	6.93274684418093e-19	2.6078535920821e-18
YFR036W-A	-1.02756022518037	6.27056885135354	78.7626731396784	7.00379880221116e-19	2.63298796566802e-18
YGL037C	2.38934715654261	8.59434103601419	78.5073339142202	7.97017926591325e-19	2.99447581120535e-18
YBR119W	0.864567306476987	6.1009282885593	78.4748808879585	8.10219707336341e-19	3.04223800737764e-18
YOR217W	-0.890851977770593	6.88681653058903	78.180610557221	9.40370471734836e-19	3.52880120292529e-18
YOR391C	3.35568064243997	3.83002453123452	78.1664944412759	9.47114587909139e-19	3.55196532425756e-18
YGR109C	-2.98904667683497	3.41421204238393	78.0757606614902	9.91633621096723e-19	3.71668345749212e-18
YDR152W	-1.17556361398194	7.3051842776166	78.0562917847737	1.00145561086464e-18	3.75123553515443e-18
YGR097W	1.13745787185578	7.3988250156382	77.8776169118176	1.09626632789455e-18	4.1039036886504e-18
YER014W	0.865175208391698	6.42617519207213	77.7848263090489	1.14899442231316e-18	4.29870476410542e-18
YHR152W	-1.01139649355399	5.67899791365687	77.7780216414484	1.15295955420451e-18	4.31094558511342e-18
YJR071W	-1.91732060604788	5.39692219069302	77.7548322688942	1.16657526867785e-18	4.35923378644165e-18
YBR204C	1.02510651500043	5.85547392279048	77.6440750350735	1.23385870285515e-18	4.60788793654853e-18
YER121W	3.72716477963183	3.16252633564345	77.5449509282177	1.2973603597505e-18	4.84212888170984e-18
YHR198C	0.96165751307123	5.80024178937037	77.481710056577	1.33957201956056e-18	4.99667595538547e-18
YLR110C	-1.02739164329184	11.929725125169	77.406637255227	1.391468253514e-18	5.1871400481715e-18
YGL077C	-1.43064743852509	8.13385181145908	77.3433926418137	1.43674558179674e-18	5.35271661330866e-18
YOR328W	1.05376836244438	6.38253706212065	77.310244661001	1.46106212594085e-18	5.44005047850312e-18
YHR045W	-0.847241336766354	6.36520139132696	77.2627037005093	1.49665738295337e-18	5.56924931610059e-18
YBR172C	-1.11006458273337	7.49812346975256	77.2394875236552	1.51435393572607e-18	5.63173012700041e-18
YMR209C	-0.894769249250517	5.84559071216419	77.0463511072491	1.6699244569835e-18	6.20656920114966e-18
YNL308C	-1.31322670246574	8.47457385246376	76.8589490509718	1.83614322290496e-18	6.82027393071868e-18
YGL036W	0.959870043684865	6.79972787499717	76.7112107602905	1.97876893526057e-18	7.34566282952253e-18
YLR211C	1.23753663961448	5.54442979108688	76.6193120495303	2.07302502193744e-18	7.69097230692542e-18
YIL042C	1.2138724439448	6.01453556356029	76.5832325591727	2.11124615696983e-18	7.82810292429243e-18
YLR265C	-1.09497666974834	5.6893039435466	76.5419642128624	2.15582920021983e-18	7.98864479557028e-18
YOR384W	0.962763555458979	6.45008270790929	76.5288383176311	2.17020584021925e-18	8.03712919266424e-18
YDR319C	0.855123619117443	6.1712510383	76.4820240850182	2.22226638596015e-18	8.22503118327392e-18
YER010C	0.829560557450489	6.38040356723928	76.4358101239127	2.27488461330225e-18	8.41477247204844e-18
YHR054C	2.30886358921434	7.73272850144776	76.4022079507839	2.3139241815161e-18	8.55409070194239e-18
YNL300W	-1.62994534568385	5.00955840355664	76.3970503594437	2.31997539968799e-18	8.5713648456684e-18
YLR342W	-1.19995154026665	9.53216889286712	76.1272191151638	2.65965839883116e-18	9.82052014485282e-18
YFR019W	1.43144362895936	7.26227936276701	76.0908756673028	2.7090615364065e-18	9.99699978241878e-18
YLR109W	1.2524865115518	10.9540496277239	76.077326886782	2.72771293898068e-18	1.00575021382934e-17
YLL001W	0.910571723293147	6.73671363089396	76.076618325219	2.72869187959167e-18	1.00575021382934e-17
YOR125C	0.996755573070003	5.60207098117886	76.044629128001	2.77325582486053e-18	1.02157018477386e-17
YMR201C	0.929733171128528	6.25730293924385	75.7766464981778	3.17635637463217e-18	1.16936553803806e-17
YOR059C	1.04968094936932	7.34590528236519	75.6462660040645	3.39317022706178e-18	1.24844570839468e-17
YML014W	-0.862662807519611	5.85767496965054	75.636204090428	3.41050532594191e-18	1.25408173369053e-17
YJL157C	-1.0628446664693	7.35409687626862	75.5663890174655	3.53325047170627e-18	1.29844866625707e-17
YPR138C	-1.04058283803421	7.38995810458991	75.5314160463455	3.59638958172813e-18	1.3208712592549e-17
YGL102C	-2.5646683589177	10.3499629679857	75.5085749354853	3.63823424488636e-18	1.33545103510646e-17
YDR408C	-0.884223786559071	6.62629950706137	75.4990909924794	3.6557514941603e-18	1.34108925018813e-17
YOL139C	-1.18988560305038	8.86111990794672	75.3842544422953	3.87467618000468e-18	1.42056229288143e-17
YML064C	-1.3069728249243	5.00725544959154	75.3655285647497	3.91159865432733e-18	1.43325400310002e-17
YPR141C	-0.927741934697927	5.78717992390664	75.3536748830856	3.93515267694424e-18	1.44103529712834e-17
YOR067C	-0.971779951533233	6.57449130764874	75.317510577926	4.00789380909317e-18	1.46680892907247e-17
YIR008C	-0.874390139835024	5.64708535894636	75.1920795697108	4.27076916436089e-18	1.56209662729388e-17
YDR451C	-1.13984444059446	5.7046632420322	75.1553923234637	4.35086851860425e-18	1.59045858016938e-17
YOR044W	1.48197301581026	4.75922230860985	75.1255253761989	4.41718550788693e-18	1.61375202632438e-17
YML097C	-0.940924385910442	6.03206375881113	75.0767757900676	4.52760890535564e-18	1.65312226503238e-17
YAR002W	-0.855327388704711	6.91061380885241	75.0494973677298	4.59059815189254e-18	1.67513728336079e-17
YLR248W	1.03737173728699	7.75156223025782	75.0239105412358	4.65047782542444e-18	1.69599244096711e-17
YML130C	1.33424407535217	8.26262073475144	74.9836915378046	4.74618374370245e-18	1.72988103858979e-17
YLR325C	-2.88681833574184	7.35919254687281	74.9405918096101	4.85093277035872e-18	1.76702401675984e-17
YLR451W	-0.812507366299258	6.75075224053962	74.925022044956	4.88933929044909e-18	1.77997141147614e-17
YGL200C	-1.07132660563102	7.36866163776431	74.8716800795917	5.02324092801554e-18	1.82764845467528e-17
YBR059C	0.915816433354712	6.99380364590328	74.5685584911223	5.8568594261129e-18	2.12970479015029e-17
YPL239W	-0.825803547907604	6.73102656721552	74.5601987709948	5.8817129133593e-18	2.13749216220153e-17
YKL101W	-1.03186093565545	7.55703150986658	74.5350746097889	5.95704396045127e-18	2.1636039337667e-17
YBR248C	-1.0659682746871	7.53355588620691	74.4076884355617	6.35410570533881e-18	2.30646989350827e-17
YDR005C	0.944243375390937	7.00471757159541	74.3384387339243	6.58095470451614e-18	2.38741985721595e-17
YPL210C	-0.978536551192112	7.29676825539233	74.3309177306903	6.60607473060218e-18	2.39513543293786e-17
YCR002C	-0.804249465848659	6.83121419219805	74.2648759342771	6.83081332009832e-18	2.4751746634249e-17
YOR155C	0.889811579759967	6.36065725352771	74.2293219117136	6.95495346871364e-18	2.51868961377178e-17
YKR013W	-1.50497341403026	8.22315900833577	74.2238173000826	6.97437405782751e-18	2.52425249659904e-17
YGR152C	-1.18968693322899	6.11622809643055	74.0263963579556	7.7079403116527e-18	2.78813105630346e-17
YGL091C	0.886303728441082	6.33950274062902	74.0229665637572	7.72134431620739e-18	2.79135575338241e-17
YOR323C	-1.30685512652565	7.6152836300423	73.9406751178177	8.05003353174365e-18	2.90848974435688e-17
YGR063C	-1.15469460934362	5.38605762292397	73.9242899286601	8.11713167956373e-18	2.93102931379369e-17
YBR255W	0.811660422162225	6.69411457178187	73.8159193307737	8.57522331817936e-18	3.09464530426229e-17
YOR085W	-0.903787813400584	6.83253110492141	73.7198710332401	9.0028000067754e-18	3.24706557088918e-17
YKL064W	1.0533682777115	7.58397657493874	73.5827218180239	9.65057597464436e-18	3.47868298030949e-17
YKL082C	-1.21588168314424	7.96580867674378	73.5580174218666	9.77211979939732e-18	3.52045428230895e-17
YJR132W	-1.02471629850059	6.62962958078739	73.5066527406261	1.00297543280012e-17	3.61117616742974e-17
YNL058C	-1.30225784134258	4.97709132828288	73.4156444353983	1.05030309058616e-17	3.77938924610226e-17
YHR146W	1.16100994550682	9.01029593936435	73.331966915494	1.09578738259769e-17	3.94077845285857e-17
YBR132C	1.98870251047939	4.82763526411229	73.3130585247092	1.10633528957501e-17	3.97641204079619e-17
YPL020C	0.829517312476614	6.86152195315062	73.3022638886042	1.11240247908581e-17	3.99590907854162e-17
YPL166W	2.28607239070317	4.37303450604205	73.2430681087057	1.14627042447717e-17	4.11519024214726e-17
YKR091W	1.64302519945788	4.77695125341299	73.1157020488219	1.22267920507912e-17	4.38697016571376e-17
YGR144W	1.64133308539214	4.61589980208061	73.0970405311614	1.23429460614067e-17	4.42609219203154e-17
YKL085W	1.40415697720091	8.69790124226668	72.9514747263685	1.32876991564116e-17	4.76212757086842e-17
YOL013C	0.764578621263639	6.12913339374086	72.8420481514242	1.40452361031152e-17	5.03071878393838e-17
YOR241W	-0.870963681541422	6.8995732508274	72.724469058368	1.49074299611198e-17	5.33646514094661e-17
YML070W	1.18152525533138	8.30326583524705	72.6903732996655	1.51672128578529e-17	5.42633656790157e-17
YIL035C	-0.809289197198646	6.98420844374152	72.4620599773132	1.70274203040771e-17	6.0883553450691e-17
YOR346W	-1.00906813770275	6.8283080372638	72.3509907801514	1.80132343744295e-17	6.43714318047142e-17
YBR145W	-0.864311251800339	6.92653408319636	72.2177959666051	1.9271003837017e-17	6.88265949790763e-17
YGL092W	-1.10696169393634	7.30119661956229	72.0880328433046	2.05808082687224e-17	7.34623799167142e-17
YER059W	0.852334382659481	6.58958719130721	72.0626303581906	2.08474551760321e-17	7.4371472337675e-17
YNL283C	-0.827279290681046	6.66078642367265	72.0441020434779	2.10441218496948e-17	7.50300170076849e-17
YJL142C	1.50230490895658	4.73791297074504	71.8943597739956	2.27031946055264e-17	8.08988332705805e-17
YML121W	0.996303142955797	7.08132670449394	71.8886702404268	2.27687493201304e-17	8.10859583462606e-17
YPL167C	0.824545361756303	6.12994246786694	71.8758084505126	2.29176413670654e-17	8.15694871324629e-17
YAR003W	-0.805503704268189	6.06740738161208	71.8561400895221	2.31472141222795e-17	8.23394607622046e-17
YOR169C	-1.78607209574243	5.41584807721592	71.8388491888809	2.33509361674824e-17	8.30166501368815e-17
YOR264W	-0.79862709407259	6.78746797507624	71.7843121348759	2.40053187418223e-17	8.52943268209436e-17
YMR071C	1.02070273619718	7.381753377216	71.7726314260083	2.41478419827772e-17	8.57517312672237e-17
