	logFC	logCPM	LR	PValue	FDR
YLR390W-A	-0.883799132814522	8.25176844176809	30.3439260307464	3.61838240934566e-08	8.35776442099232e-08
YOR038C	-0.546732386055296	6.13705419390248	30.327776708294	3.64863350526944e-08	8.42450914807477e-08
YDL126C	0.582391009220502	10.1571321896949	30.2694707304029	3.75997719220641e-08	8.67837348965831e-08
YNL185C	-0.95047258583695	4.72845929909784	30.2471702817991	3.80345752386453e-08	8.77547268400358e-08
YLR042C	-1.36812937924295	4.16443197599091	30.238309564565	3.82087323539746e-08	8.81238493238183e-08
YKR106W	0.754293213201195	5.32384921497514	30.197909009872	3.90129851665737e-08	8.9945399245738e-08
YIL109C	-0.767122337148749	8.37888198049439	30.0924787446203	4.11925732883228e-08	9.49352930714571e-08
YDL217C	-0.714008629603605	5.49123664299779	29.9880284288085	4.34721942726802e-08	1.00151946642284e-07
YAR019C	0.62712618110893	5.48364225530286	29.9493548074572	4.43479430823552e-08	1.02131670402254e-07
YHR206W	-0.593288177539828	7.04655694132461	29.8818578615865	4.59189422796224e-08	1.05710471341982e-07
YKL016C	0.629900353174125	7.50213486027228	29.8809545866205	4.59403398572561e-08	1.05720589649304e-07
YDR044W	0.728909101384107	7.12938929543866	29.8538452887198	4.65871989610944e-08	1.07169516515015e-07
YDL178W	-0.594533516323329	7.10959239886473	29.8216647050863	4.73669208949741e-08	1.08922897235558e-07
YDR027C	0.584427828777673	6.549352009776	29.8117447682897	4.76099030935068e-08	1.09441174652653e-07
YOR112W	-0.506566996155777	6.29868618030978	29.7843560848934	4.8287273927658e-08	1.10957231811595e-07
YML021C	-0.6939628694951	5.38182308542209	29.7817914208433	4.83511949232808e-08	1.11063069831164e-07
YOL081W	0.739962879572535	7.25510511227527	29.75056605031	4.91362809721167e-08	1.12824739691515e-07
YER080W	0.809492716716376	7.32851388862002	29.7388344873615	4.94345321811597e-08	1.13467671134164e-07
YMR323W	3.23319660442315	2.37281665027691	29.6777720132988	5.10164631012142e-08	1.17055486185738e-07
YBR290W	0.546103872932203	6.78835550249837	29.6557593271773	5.1599094707528e-08	1.1834864289613e-07
YOL102C	-0.651671294858934	5.63233162046036	29.6383980082301	5.20633126836523e-08	1.19369350393418e-07
YCL051W	0.518060568450385	6.21285457107119	29.5849439421414	5.35190417238363e-08	1.22661777161376e-07
YIL039W	-0.512794510519217	6.76976382996448	29.547346297668	5.45673122174845e-08	1.25018256215298e-07
YER073W	-0.702658017179441	7.88285903182434	29.4591559211922	5.71076088800176e-08	1.30790096506795e-07
YFR041C	-0.55745521261719	5.95678736724736	29.4089225072222	5.86071889291161e-08	1.34175073917984e-07
YJL094C	0.567682893576277	6.57874086748222	29.4050037363465	5.87258187888364e-08	1.34397181166354e-07
YHR179W	0.636478220279432	10.1211521352779	29.3657049231864	5.99288666462779e-08	1.37099960561647e-07
YDR237W	-0.731452360514443	5.41646546051381	29.342327017497	6.06562125137985e-08	1.38712883196322e-07
YNL322C	0.711033480702982	7.34218377018428	29.3311528170932	6.1006987866703e-08	1.39463768586456e-07
YDR463W	0.627601935269723	7.30994066780815	29.3232314329808	6.1256882739764e-08	1.39983571067936e-07
YMR100W	0.630146130856025	7.32641439600608	29.2717063737682	6.2907558778593e-08	1.43702865718329e-07
YDR210W-B	0.966892301870715	6.76866188969676	29.257846822631	6.33591256370202e-08	1.44681249802053e-07
YJL083W	0.619963819419785	5.38966973275792	29.2397805269521	6.39526348211631e-08	1.45982923391333e-07
YDR347W	-0.510770445653205	6.18208575493218	29.2088452899814	6.49818758313149e-08	1.48277909695088e-07
YNL121C	-0.759989822239451	7.98790581436771	29.1948933148958	6.54514844142377e-08	1.49294691888382e-07
YDR379C-A	2.628337805192	3.59435011625493	29.1512945367406	6.69410015444808e-08	1.52636284416422e-07
YHL048W	0.56840547499179	5.80319912767188	29.1143890256544	6.82283622748115e-08	1.5551464685659e-07
YJR095W	2.3847807355848	2.59181975004081	29.0735447658023	6.96820565460423e-08	1.58769889191385e-07
YBR223C	0.763162814533721	5.03463633191497	29.0482703891753	7.05971029761274e-08	1.60795892419619e-07
YNR025C	-1.04763116207511	4.60697139196583	29.0133688336094	7.18805227606716e-08	1.63659132378563e-07
YBR251W	-0.585946310780636	5.71040004369846	28.9685185556697	7.35641670930249e-08	1.67431182644374e-07
YEL053C	-0.708506773226897	5.93439509658936	28.951643835861	7.42078120947758e-08	1.68834312332717e-07
YGR017W	-0.547148013572498	6.40240529350647	28.9371916602391	7.47635390289689e-08	1.70036461478467e-07
YNL299W	-0.526879483413524	6.60510913108762	28.921849971253	7.53580339313931e-08	1.7132587019576e-07
YDR198C	-0.540535722765259	5.72278127566454	28.9190109114143	7.54685665852437e-08	1.71514454322751e-07
YKL156W	-1.74918737717245	6.6961189995422	28.8972194580245	7.63223962221718e-08	1.73391545381609e-07
YGR049W	0.689535367526475	5.66340173914502	28.8840735145528	7.68421526406232e-08	1.74508584776989e-07
YPL178W	-0.625256599152599	6.82840084873663	28.8595523765149	7.78211512079522e-08	1.76667366999287e-07
YML031W	-0.515292936057404	6.86977215662349	28.7988034116912	8.03007093341995e-08	1.82229857897829e-07
YIL027C	-0.777244832663843	5.71502704663119	28.7740029639698	8.13355913546155e-08	1.84511020446187e-07
YKL038W	0.592498933131625	6.41830445878549	28.7650461850629	8.17126189011236e-08	1.85298710549667e-07
YDR466W	0.520564030827578	6.99647979146443	28.7539135397971	8.21836795449955e-08	1.86298986296311e-07
YGR251W	-0.678613561226689	5.5723111640114	28.7522436047387	8.22545745773936e-08	1.86391743703438e-07
YHR201C	-0.583244559015965	7.30396560197005	28.7299457313328	8.32070962448267e-08	1.88481502531997e-07
YER060W	-0.571981950339818	6.08202317416337	28.7088680037603	8.41176557111223e-08	1.90474720761748e-07
YIL085C	-0.541060218291849	6.68009461260726	28.704197344209	8.43207761596961e-08	1.9086515695704e-07
YGL183C	2.46536289265424	2.6642297135607	28.6712659826852	8.57669321257877e-08	1.94067970872689e-07
YDR009W	1.35348441722108	4.00404736272693	28.6446047003369	8.69559284495599e-08	1.96686781774959e-07
YBR270C	0.586195259753935	5.61248102189106	28.6396856048183	8.71771003112517e-08	1.97115348994678e-07
YDL241W	-3.27850172511633	1.4484950137302	28.5702790439562	9.03585140801573e-08	2.04234547637375e-07
YBR148W	1.74053555012928	3.47111188653437	28.5591019168847	9.08816112535941e-08	2.05342245194349e-07
YDR014W-A	2.67532964824178	2.28382998975377	28.5375734244437	9.1897726024526e-08	2.07562680864694e-07
YGR086C	0.749558104779869	9.41288352617135	28.5233947117873	9.2573151403461e-08	2.09012293183268e-07
YIL153W	0.557559350511895	6.22290067799045	28.5146482314115	9.29922822516373e-08	2.0988239965179e-07
YOR327C	0.593822524955742	6.26039810483674	28.5120869832988	9.31153766772853e-08	2.10083966683367e-07
YKR027W	-0.619705219686711	6.12685896329947	28.5070682759246	9.33570510208261e-08	2.10552826712911e-07
YLR224W	0.692656886488408	7.07644108728951	28.4782509887288	9.47569550817588e-08	2.1363261301609e-07
YJR126C	0.67180985529776	7.18088390352648	28.4589740859247	9.57051231204494e-08	2.1569208248023e-07
YJL089W	1.42548308356143	4.02823539567252	28.4451240608186	9.6392224512211e-08	2.17161902904684e-07
YPR129W	-0.542279873835204	6.82094603403003	28.3584047501002	1.00808183043024e-07	2.27028352829237e-07
YLR414C	-0.657830874671216	6.35196223528198	28.317217610721	1.02975983363873e-07	2.31826453496221e-07
YJR006W	-0.529073752135095	6.44605378726117	28.3085941792997	1.03435740967044e-07	2.3277721220886e-07
YPL058C	-0.778242803305566	7.9380938274273	28.2989645855037	1.03951573426996e-07	2.33853431103134e-07
YOR193W	0.783209993699623	5.03414934891514	28.2702074586148	1.05507413129314e-07	2.37267665402559e-07
YER084W	3.32748208277913	1.51996434796708	28.2681515834668	1.05619531269275e-07	2.37433928211263e-07
YLR209C	-0.618768178099058	6.23111568170092	28.2638298397007	1.05855609080011e-07	2.37878632909111e-07
YNL244C	-0.754568177156489	7.70289328146587	28.2298834761158	1.07728432683748e-07	2.41999781223824e-07
YKR056W	-0.721903310760157	7.24450543364873	28.1336239637303	1.13221623689883e-07	2.54247763128817e-07
YJL113W	0.825629777177241	5.40447340574544	28.1298478823898	1.1344274182919e-07	2.54652335268558e-07
YDR461C-A	1.87562740921668	3.44913555235801	28.125274469773	1.13711129282888e-07	2.55162685630097e-07
YNR045W	0.511147612903091	5.79809512966296	28.1098819377314	1.14619112454016e-07	2.5710737418437e-07
YEL064C	0.745671783047249	5.07618110523014	28.0687528711674	1.1708105990102e-07	2.6253517146215e-07
YOL075C	0.62009867151309	5.81179680099157	28.0531804741386	1.18026978811171e-07	2.6456083426383e-07
YOL089C	0.600299509190529	6.45456029704282	28.0462685998053	1.18449279255845e-07	2.65411754383007e-07
YKR016W	-0.5866874950827	6.23064913301768	28.0356532960498	1.19100801563291e-07	2.66775498602502e-07
YMR036C	0.576422976288126	5.79744351896462	28.0346989664001	1.19159549916363e-07	2.66810976370165e-07
YPR053C	-0.897114343653509	5.74763921719127	27.9711407402922	1.23138266828556e-07	2.75620497890555e-07
YDL197C	0.601326919241788	6.45512858513214	27.9642986565309	1.23574438025157e-07	2.76497249240888e-07
YPR015C	1.66582766347062	3.54931951331113	27.9390307413227	1.25198684281415e-07	2.80030726209295e-07
YDR244W	0.481461537465102	6.8673439824166	27.9368124100972	1.25342298304107e-07	2.80251136589335e-07
YBR045C	1.51402526111531	3.79293499321238	27.9353054947901	1.25439949648665e-07	2.80368658129186e-07
YGR151C	-1.42749365630136	4.11134453908109	27.9301704129488	1.25773286885668e-07	2.8101268338307e-07
YNR061C	-0.59490500553847	5.84050383651816	27.8679859335496	1.29881075682981e-07	2.90086396766084e-07
YKL098W	-0.477106934227629	6.3139885730217	27.8383617629235	1.3188500933766e-07	2.94456369142395e-07
YAR028W	-1.10691549367383	4.54328591468886	27.8307529489866	1.32404691510596e-07	2.95510542646406e-07
YMR198W	-0.730048762510821	5.19507424230062	27.7293471172493	1.39529862912713e-07	3.1130128725915e-07
YOR051C	-0.718136757458303	7.7327573205307	27.691073713761	1.42317900541996e-07	3.17407713619129e-07
YBR077C	0.544654839849659	5.65323066511883	27.6585240650476	1.44732877938906e-07	3.22678033353932e-07
YOR317W	0.70207221601377	8.1519238227732	27.6466136744725	1.45626780092008e-07	3.24554594484625e-07
YNL203C	1.91310295522152	3.47754916422095	27.5773873578256	1.5093300873862e-07	3.36259924162214e-07
YOR099W	-0.687714180471645	7.71667724853303	27.5666882483702	1.51770213876299e-07	3.38004007837689e-07
YLR341W	-1.71064838810539	3.3198560382845	27.4785216918281	1.58848845360876e-07	3.53642005175053e-07
YCR107W	0.873379732426363	5.86330054933539	27.4657858413931	1.59898363764409e-07	3.55851118785647e-07
YJR136C	-0.744216707638766	5.47887918562957	27.4535668021728	1.60911825122714e-07	3.57978435997509e-07
YDR240C	-0.561785126548266	5.53210956005888	27.4472824551745	1.61435560500272e-07	3.59015134188373e-07
YOR086C	0.64088777254866	7.64922086130749	27.2469845690929	1.79054161312397e-07	3.98054621036998e-07
YDR426C	1.46227195530343	3.75517391221065	27.1961320500077	1.83826072695696e-07	4.08516983567491e-07
YLL003W	0.471042507404721	6.78573711206166	27.1491814269545	1.88344930558328e-07	4.18409709972021e-07
YJL118W	-1.28403343680176	4.13529095959821	27.1412498746365	1.89119237645076e-07	4.19979792741814e-07
YLR447C	-0.659273635998861	8.79792563573017	27.1226310539454	1.90949433149953e-07	4.2389274377951e-07
YHR026W	-0.737427760137584	7.3674454483739	27.102746075556	1.92923697520312e-07	4.28122609272413e-07
YER077C	-0.50369257854741	6.03565658916384	26.920031808492	2.12049660218912e-07	4.70397712180233e-07
YDR132C	0.645632918099851	5.49890352439151	26.9155298190316	2.12544168053015e-07	4.71326546702442e-07
YBL048W	2.89273816195032	4.04872285558317	26.8988127536642	2.14390541056736e-07	4.75251473900458e-07
YGL010W	1.07859892426975	4.67215697240443	26.8813907260361	2.16331885605038e-07	4.79384057267329e-07
YGR161C-C	-1.6710162236591	7.48871077607865	26.8456782495015	2.20366595229809e-07	4.88150868948682e-07
YDR316W-A	-1.67101620356729	7.48871077607865	26.8433838858591	2.20628370475907e-07	4.88556697870082e-07
YCR004C	0.730219120031682	7.87802610493637	26.7676782616082	2.29443056719107e-07	5.07894954318052e-07
YDR531W	-0.530416717126572	6.8399964416821	26.7622008543468	2.30094339105012e-07	5.09155373862977e-07
YDR381W	-0.761541266934511	8.12367550378774	26.737960547699	2.32998911969188e-07	5.1539922967784e-07
YNL295W	0.698882867543417	5.49369948241638	26.7314585348115	2.33784241536202e-07	5.16952494264617e-07
YMR008C	0.590142659652425	7.60119003120317	26.7230170111799	2.34807789679817e-07	5.19031225108105e-07
YPR113W	-0.628768757779616	7.81724734686385	26.6713626788877	2.41169530216667e-07	5.32904100528513e-07
YAL001C	0.538010949471697	6.91834391559568	26.666395381983	2.41790334098994e-07	5.34086073686517e-07
YPL113C	0.789894323660382	4.84079310376523	26.6582413186405	2.42812889034642e-07	5.3615431250618e-07
YGL128C	0.712683194853967	5.05459724037061	26.6445372113424	2.44541217012982e-07	5.3977894475922e-07
YER088C	0.765772935033835	8.35555637907704	26.6414138169012	2.44936854067607e-07	5.40460382751023e-07
YOL159C	1.07022092822073	4.50154032941449	26.6398156697936	2.45139537719919e-07	5.40715730948016e-07
YGL103W	-2.13979297718081	9.15960228115586	26.5759211989341	2.533821148262e-07	5.58698578010394e-07
YML055W	-0.59398504705668	5.35960060636775	26.5726451514184	2.53812143346087e-07	5.59448389693716e-07
YHR100C	0.648990567768094	5.5239730790676	26.5668356609294	2.54576522435859e-07	5.60934378634362e-07
YLR179C	-0.787542522866509	8.03186006115904	26.5101533931741	2.6215660555913e-07	5.77431729850043e-07
YPL242C	-0.569325278246326	6.69767996930709	26.4913942649552	2.64714751038028e-07	5.82859887377641e-07
YMR087W	0.761053696828414	4.90052597794529	26.4874476844277	2.6525611606837e-07	5.83845143261283e-07
YER017C	0.678208079521128	7.3639217855649	26.4722779582497	2.67347346613221e-07	5.8823984474204e-07
YDR301W	-0.607488705692406	6.49553208227927	26.4440543596358	2.71282201245297e-07	5.96503428757264e-07
YDR233C	-0.785657830144639	8.47446177430701	26.4439639313845	2.71294901338942e-07	5.96503428757264e-07
YGL064C	-0.678189566591573	5.05213437456599	26.3826591222488	2.80043405921771e-07	6.15390247873921e-07
YAR007C	0.60472236210194	7.26681330158506	26.382387931676	2.80082727803666e-07	6.15390247873921e-07
YPR134W	0.617939410235513	5.57077182965145	26.3755739683483	2.81072552180253e-07	6.17346919624448e-07
YLR312W-A	-0.895042306104108	5.45483605560453	26.3319365074453	2.87495174013842e-07	6.31230576277567e-07
YBL045C	0.746659108035437	8.32323972902704	26.3055451350849	2.91450669887364e-07	6.39689468887973e-07
YDR302W	-0.700073368524627	5.42161466998399	26.2963256475791	2.92845290595177e-07	6.42523647466764e-07
YGL237C	0.672256674039286	5.46076166023716	26.2662949801487	2.97434542829218e-07	6.52362605753819e-07
YKL027W	-0.49660476255024	6.81335596026739	26.2373955939466	3.01918971031334e-07	6.61964796146979e-07
YHR180W	1.08111202646138	4.33733238854797	26.2104737193284	3.06157497716273e-07	6.71021262178281e-07
YGL026C	-0.782831149683243	8.33812820362985	26.1790929408971	3.11173367578543e-07	6.81774488937062e-07
YOR002W	-0.683726027518192	7.08405755330345	26.1650212565026	3.13449241510679e-07	6.86518979821557e-07
YKL065W-A	4.92717295807756	1.4375735702956	26.1451087955677	3.16698309744173e-07	6.93390876756785e-07
YJR010C-A	-1.53796518806667	3.61843487086681	26.1262189559695	3.19811717562701e-07	6.99961020698653e-07
YOR329C	0.555751573558043	7.22637321833184	26.0151375079686	3.38750843564552e-07	7.41151564139474e-07
YER005W	-0.499147842203945	6.5419707554304	25.908591218643	3.57972410110546e-07	7.82930863899885e-07
YDR212W	-0.699112416253597	8.4897976716625	25.8958768087329	3.60338001898357e-07	7.87636742079824e-07
YJL218W	-2.55918354525152	2.04153912570959	25.8956658861033	3.60377377165825e-07	7.87636742079824e-07
YBL094C	1.54265544420183	3.72560336277401	25.8646740635481	3.66210092960582e-07	8.00103428681974e-07
YER078C	-0.686679477555722	5.39659711977657	25.8576744872264	3.67540471702814e-07	8.0272801301303e-07
YDR338C	0.516804201625504	5.9326251397747	25.8553892113217	3.67975872323865e-07	8.03335027357391e-07
YMR039C	0.760355329496646	7.73677018077843	25.8548599035659	3.68076792045868e-07	8.03335027357391e-07
YKL140W	0.560434744847676	6.64114617354675	25.8151271429452	3.75732137463128e-07	8.19755238858151e-07
YML012W	-0.652235835278818	8.07305931939952	25.8072336165088	3.77271889901517e-07	8.22825889655432e-07
YDR134C	-1.01784296788357	7.9422728918583	25.7897289329145	3.80709049759485e-07	8.30031161081513e-07
YIL086C	3.56569261962193	1.69543393896147	25.7279985895893	3.93082700873706e-07	8.56708108669017e-07
YEL006W	0.628679241117356	6.74162042772629	25.6211335028736	4.15464195989523e-07	9.0517041719091e-07
YPR091C	0.538000294473051	6.51587381280575	25.5929594617768	4.21574796049302e-07	9.18161850029617e-07
YIL040W	-0.8740984146203	4.78307118307312	25.5540709215046	4.30157529721594e-07	9.3652644251011e-07
YPR004C	-0.457667834712098	6.56430180048979	25.4680740239629	4.49764284764493e-07	9.78870956480789e-07
YOR143C	-0.614043287753288	5.89972924885862	25.4089309480488	4.63766112018351e-07	1.0089914921379e-06
YGL181W	0.564959576933905	7.20545233439032	25.3961961658428	4.66837728715876e-07	1.01531899165978e-06
YFL017C	-0.719954777109749	5.82175802738226	25.3619192640182	4.75206992913905e-07	1.03315981885967e-06
YIL051C	-0.815134146555762	7.44546683096249	25.3154401954047	4.86796412561373e-07	1.05798675054408e-06
YGR176W	-2.94843865379212	1.93202260600961	25.2862929529358	4.9420833107914e-07	1.07372026647453e-06
YPL262W	0.680212678451849	8.0882934728032	25.2747773436634	4.97167747287089e-07	1.07977263452013e-06
YNR022C	-0.883569697618763	5.19190657022556	25.2429012405181	5.05452629048658e-07	1.0973828377879e-06
YLR261C	-1.10799051597868	4.33617462737239	25.1968482634505	5.17667264065656e-07	1.12350961534389e-06
YBL091C-A	0.727467140617909	5.12607720403862	25.1803114434957	5.22125170461202e-07	1.13278936145421e-06
YPL068C	-1.2215592445705	4.34231311390431	25.1559425291671	5.28764655190967e-07	1.14679407951776e-06
YLR025W	0.677824593131554	7.86147024960792	25.1513157918323	5.30034771569975e-07	1.14914791130478e-06
YER019W	-0.748206396170394	6.54968473309939	25.0584686414579	5.56179472332689e-07	1.20541093027698e-06
YER051W	0.532342629343793	5.76222965422286	25.0279912614366	5.65040391908117e-07	1.22418855640581e-06
YDR058C	0.726608365065541	5.20244648627924	25.0243795597708	5.66099786025279e-07	1.22605658986596e-06
YBR198C	-0.611534836912078	7.40251720072342	25.0223618231852	5.66692500788606e-07	1.22691294216697e-06
YBL097W	-0.855648119137512	4.99648444470691	25.0047602851099	5.71889452411437e-07	1.23773359383721e-06
YMR261C	0.647474730176916	7.34146966911733	25.0014527880889	5.72871329205405e-07	1.23942725295728e-06
YNL031C	-0.718160626217881	9.0187915803755	24.9732882508947	5.81301138168978e-07	1.25722799204685e-06
YBR272C	0.600477702378467	5.80137875001163	24.9503665631536	5.88253447673883e-07	1.27182195328102e-06
YOR298C-A	1.00283553444447	8.83226519861615	24.8855065776592	6.08380971483933e-07	1.31488108470181e-06
YLR228C	-0.4285740309295	6.1626100715379	24.8435537805977	6.21766187167906e-07	1.34334334670259e-06
YNL210W	-1.96852742995674	3.15944572223948	24.7872279384254	6.40202714456336e-07	1.38269554654029e-06
YCR015C	0.655881740904421	5.23705493285883	24.7068502546997	6.67465134233737e-07	1.44107576550881e-06
YNL330C	-0.443074737569893	6.8597808833323	24.6589884729251	6.84248694068386e-07	1.47679915991573e-06
YOR172W	-0.525506187368078	5.89383358347173	24.6332932748778	6.93433063090403e-07	1.49610228532135e-06
YGR138C	-0.708700652741493	7.75869069764946	24.5731556029303	7.15414502587829e-07	1.54299249985817e-06
YDR303C	-0.534282053688839	6.9628948642315	24.5633670109457	7.19057957453483e-07	1.55031289162474e-06
YMR029C	0.501454006443765	6.8123617255965	24.5549582153469	7.22202685038355e-07	1.55655330868925e-06
YLR361C-A	1.3412704151573	4.02043075877053	24.5491929974069	7.2436673047278e-07	1.56067648304911e-06
YKR011C	0.668357981074698	6.02458893379017	24.5270006698719	7.32757752794947e-07	1.57820841942466e-06
YPR063C	-0.563343816251924	5.5634834428145	24.4792727845849	7.51135576416957e-07	1.61723026806116e-06
YGL133W	0.56809100785524	6.95576934589327	24.4335593460602	7.69170925406972e-07	1.65510807611615e-06
YPR075C	0.571951979907658	7.31458577380332	24.4333347758379	7.69260588609792e-07	1.65510807611615e-06
YNL100W	0.50223653154433	6.39604331175296	24.4195200344323	7.74796542584674e-07	1.66644237350104e-06
YNR056C	-0.755282063370345	4.96703341630868	24.4124011714903	7.77664849095845e-07	1.6720332059744e-06
YNL228W	-0.747444366773942	5.85392837819091	24.3941694811308	7.85059342213071e-07	1.68734842374036e-06
YNL089C	-1.59304549552119	3.9341079080539	24.3784295300818	7.91499908511938e-07	1.7006034661808e-06
YER093C	0.541326795614973	6.74337247335964	24.3759470859483	7.92520515624143e-07	1.70220814029393e-06
YEL034C-A	-0.587004922228582	10.2908013292182	24.3580985627252	7.99897534754038e-07	1.71745955493805e-06
YCR038C	0.728840702218758	5.13808103933321	24.3199902983806	8.15879429663262e-07	1.75116958703699e-06
YDL231C	0.631493230815295	7.82023653515557	24.3000153148792	8.24384069302799e-07	1.76881302378358e-06
YGR229C	-0.69636348283218	7.93563203662138	24.2680442561621	8.38181609462762e-07	1.79779691191426e-06
YER159C	0.759891508260999	7.07078681668482	24.2554338216007	8.43687280318118e-07	1.8089818996614e-06
YNL136W	0.685803698368067	7.6535050036894	24.2288812533873	8.55398895916157e-07	1.83346099097093e-06
YDR377W	0.574527655540533	5.71670628313208	24.2277744261212	8.55890611142769e-07	1.83388277742444e-06
YHR128W	-0.684258655259016	7.57272175058446	24.2267968478255	8.56325142387517e-07	1.83418178965401e-06
YMR162C	0.53139373531563	6.73195298329381	24.2158289873083	8.61215520780764e-07	1.84402138712631e-06
YOR162C	0.482318755504457	6.23914646943495	24.2077004321007	8.64857962595751e-07	1.85118306761459e-06
YMR319C	-0.704125897204485	7.25715457513374	24.1876033487933	8.73930006186255e-07	1.86995759754513e-06
YDR507C	-0.527286849706037	6.96469614183556	24.1825331515914	8.76233783738136e-07	1.87424205960913e-06
YAR064W	-4.53178288855218	0.240705872641094	24.1576377656576	8.87634326170679e-07	1.89797463553277e-06
YJR130C	0.525990937186921	7.08566155506163	24.1542277712228	8.89207431251993e-07	1.90068470523372e-06
YLR262C	-0.495539502925787	6.08250384310292	24.1522381184549	8.90126592797542e-07	1.90199558557221e-06
YER060W-A	0.734544887025238	5.03309158693851	24.1356768330102	8.97814488415827e-07	1.91776382307441e-06
YGL042C	-1.15190765319123	4.19817044513491	24.0994587921	9.14860053943085e-07	1.95350268386611e-06
YLR369W	0.518314361075065	6.26320931593467	24.0968758971982	9.16087985823261e-07	1.95545317399555e-06
YOR006C	-0.503234184843565	6.79387407019254	24.0924769093683	9.18183110489737e-07	1.95925277317268e-06
YDR142C	0.550605182182895	5.76107332312888	24.0859420294157	9.21304379805126e-07	1.96523863932359e-06
YDR424C	0.904377132136916	6.18358857625294	24.0710294747074	9.28466999250999e-07	1.97983806630408e-06
YLR410W-A	-0.81243246773035	5.55287310876724	24.0183905422686	9.54199297220863e-07	2.03401139188184e-06
YBL046W	-0.491313389377369	6.46062259886213	23.9997885509199	9.63462812226492e-07	2.05305406662931e-06
YNL103W	0.672480115269342	8.12970237325588	23.9919356075093	9.6740048310785e-07	2.06073867898753e-06
YBR023C	-0.602501462862699	7.24737333051458	23.9861549732188	9.70309352655258e-07	2.06622724479808e-06
YLR216C	0.871890650769577	8.78119901779086	23.9814215995352	9.72697761238096e-07	2.07060413535723e-06
YBR013C	1.07693669925957	4.32490448977959	23.9774481861916	9.74707253280992e-07	2.07417169777591e-06
YHR137W	1.16708134189033	4.2168744271456	23.9065588209424	1.01126636680838e-06	2.15105134231542e-06
YOR071C	-0.535160263912463	5.96651277040266	23.9060629583031	1.01152687760217e-06	2.15105134231542e-06
YHL004W	-0.478746990265756	6.1756001311633	23.8974039754391	1.01608690171827e-06	2.16000969397751e-06
YDR117C	-0.435088953711308	6.22822733120178	23.8865874090708	1.02181213124339e-06	2.17143808341469e-06
YMR010W	-0.61922411482137	5.84098234483943	23.8812492793144	1.02464952475948e-06	2.17672386230081e-06
YML041C	0.566657969904873	5.41179361316705	23.86506228805	1.03330184652586e-06	2.19435480932302e-06
YDR407C	-0.515214008990228	6.67095000668179	23.7983899052314	1.06971905291865e-06	2.27091603654768e-06
YHL017W	-0.546978569075295	6.23538940508556	23.7493647567754	1.09731586719123e-06	2.32870650586862e-06
YNL090W	-1.20894426216051	4.5344235985238	23.7251344740544	1.1112178895022e-06	2.35740458441648e-06
YAR014C	-0.577784961433527	7.25294125321465	23.682786799268	1.13594016063779e-06	2.40902998596377e-06
YDR140W	0.446200718783131	6.13944954380896	23.6212105651944	1.17287546699773e-06	2.48651198560924e-06
YOL145C	-0.646355128639175	7.93112627871992	23.6117949155282	1.17862846986412e-06	2.49785679127986e-06
YBL020W	-0.462717031258085	6.67355306447043	23.6024167579539	1.18438669647595e-06	2.50920493311327e-06
YIL038C	-0.54218851977172	7.40272767249286	23.5742456483223	1.20185409727931e-06	2.54534358885652e-06
YPR168W	0.979357455321854	4.49800916213245	23.562663518651	1.20911028836501e-06	2.55983921452285e-06
YOR069W	0.442418856276278	6.86075275964638	23.5447004492353	1.22045114198736e-06	2.58296977565603e-06
YBR135W	-0.874311784906594	4.67802000307123	23.535556198104	1.22626521247744e-06	2.59439166083182e-06
YBR007C	0.469246258685981	6.36115097591307	23.5288300023846	1.23055956588588e-06	2.60259162608109e-06
YGR265W	-1.45048453500133	3.81960398827701	23.5192334873504	1.23671260392936e-06	2.61471573316312e-06
YJL166W	1.02123252383043	6.22581237380094	23.503993494899	1.24654756729876e-06	2.63461345121132e-06
YGL238W	-0.636345073134754	7.5787659253258	23.4921712811633	1.25423089917805e-06	2.64995165854201e-06
YFL025C	-0.4589016517469	6.05722671797757	23.4827037953605	1.2604181125458e-06	2.66211950537016e-06
YMR207C	0.666127300310398	6.78931929927468	23.4720442641108	1.26742099729127e-06	2.67600127713315e-06
YGL112C	-0.453939208488947	6.83898411231428	23.4705374516097	1.26841405560734e-06	2.67718893338984e-06
YGL013C	0.596732012156306	7.49588405369423	23.4569092839447	1.27743116199215e-06	2.69530606218771e-06
YDL159W	0.454136555391827	5.75479676698711	23.4534870770542	1.27970555368662e-06	2.69918898671079e-06
YER123W	-0.443735239473422	6.69646059940206	23.4287339882157	1.29627778251806e-06	2.73321642987361e-06
YOR011W	-0.733508303735427	5.64704344547013	23.4162639115272	1.30470787463576e-06	2.75005883541869e-06
YAR008W	-0.68927348893652	5.44613206296251	23.4075020090806	1.31066401461338e-06	2.76167700537648e-06
YKL155C	-0.43952290981515	6.17859194091193	23.3921457755704	1.32116868538537e-06	2.78286818622163e-06
YPL279C	-0.887455360506295	4.73457146976989	23.3903844136497	1.32237895784565e-06	2.78447421601227e-06
YER068W	-0.492057222442842	6.520620330743	23.3482642516714	1.35165426602408e-06	2.8451544435131e-06
YKL018W	-0.761681862027783	5.00150463720088	23.3375514030365	1.35920327762796e-06	2.86007647387162e-06
YHL012W	-1.51031596325368	3.75452219406029	23.298430303573	1.38713165673709e-06	2.91785677996998e-06
YPR062W	-0.584429278728182	7.43482890574636	23.2828404951244	1.39842088253378e-06	2.9406090793355e-06
